,id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28
14435,FOODS_3_014_TX_1_validation,FOODS_3_014,FOODS_3,FOODS,TX_1,TX,0,0,3,1,0,3,0,3,0,0,0,1,0,1,1,1,0,0,4,0,1,0,2,0,2,3,0,1
14436,FOODS_3_015_TX_1_validation,FOODS_3_015,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,2,0,1,0,0,0,1,0,1
14437,FOODS_3_016_TX_1_validation,FOODS_3_016,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14438,FOODS_3_017_TX_1_validation,FOODS_3_017,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2
14439,FOODS_3_018_TX_1_validation,FOODS_3_018,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14440,FOODS_3_019_TX_1_validation,FOODS_3_019,FOODS_3,FOODS,TX_1,TX,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,2,0,2,2,1,0,0,0,0,0
14441,FOODS_3_020_TX_1_validation,FOODS_3_020,FOODS_3,FOODS,TX_1,TX,1,2,2,1,0,0,0,0,0,0,3,0,3,2,8,9,2,3,1,3,0,1,11,7,1,1,0,0
14442,FOODS_3_021_TX_1_validation,FOODS_3_021,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14443,FOODS_3_022_TX_1_validation,FOODS_3_022,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14444,FOODS_3_023_TX_1_validation,FOODS_3_023,FOODS_3,FOODS,TX_1,TX,2,1,2,0,0,0,0,0,0,1,3,1,0,1,1,5,2,2,1,0,1,0,2,0,4,0,2,2
14445,FOODS_3_024_TX_1_validation,FOODS_3_024,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14446,FOODS_3_025_TX_1_validation,FOODS_3_025,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
14447,FOODS_3_026_TX_1_validation,FOODS_3_026,FOODS_3,FOODS,TX_1,TX,4,3,2,2,1,8,1,1,3,2,2,2,6,1,0,1,2,0,2,3,3,2,3,4,0,1,1,1
14448,FOODS_3_027_TX_1_validation,FOODS_3_027,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14449,FOODS_3_028_TX_1_validation,FOODS_3_028,FOODS_3,FOODS,TX_1,TX,0,0,0,1,0,3,0,2,2,0,2,2,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
14450,FOODS_3_029_TX_1_validation,FOODS_3_029,FOODS_3,FOODS,TX_1,TX,5,6,2,6,3,13,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14451,FOODS_3_030_TX_1_validation,FOODS_3_030,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,16,36,25,20,55,65,29,26,30,29,31,38,40,23,16,28,27,33
14452,FOODS_3_031_TX_1_validation,FOODS_3_031,FOODS_3,FOODS,TX_1,TX,0,1,0,1,0,2,0,0,2,3,0,0,0,1,2,2,0,0,1,0,0,2,1,0,1,0,0,1
14453,FOODS_3_032_TX_1_validation,FOODS_3_032,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14454,FOODS_3_033_TX_1_validation,FOODS_3_033,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14455,FOODS_3_034_TX_1_validation,FOODS_3_034,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14456,FOODS_3_035_TX_1_validation,FOODS_3_035,FOODS_3,FOODS,TX_1,TX,2,0,1,1,0,1,0,0,1,0,0,0,1,1,1,2,0,2,1,0,1,0,1,0,0,0,0,0
14457,FOODS_3_036_TX_1_validation,FOODS_3_036,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14458,FOODS_3_037_TX_1_validation,FOODS_3_037,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14459,FOODS_3_038_TX_1_validation,FOODS_3_038,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14460,FOODS_3_039_TX_1_validation,FOODS_3_039,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14461,FOODS_3_040_TX_1_validation,FOODS_3_040,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14462,FOODS_3_041_TX_1_validation,FOODS_3_041,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14463,FOODS_3_042_TX_1_validation,FOODS_3_042,FOODS_3,FOODS,TX_1,TX,2,1,5,0,0,4,5,1,2,1,1,1,2,0,4,2,0,2,1,5,1,2,2,3,0,2,2,0
14464,FOODS_3_043_TX_1_validation,FOODS_3_043,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14465,FOODS_3_044_TX_1_validation,FOODS_3_044,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14466,FOODS_3_045_TX_1_validation,FOODS_3_045,FOODS_3,FOODS,TX_1,TX,0,3,2,2,1,4,2,0,1,1,0,0,0,0,2,1,1,2,1,1,1,0,1,0,0,0,1,0
14467,FOODS_3_046_TX_1_validation,FOODS_3_046,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14468,FOODS_3_047_TX_1_validation,FOODS_3_047,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14469,FOODS_3_048_TX_1_validation,FOODS_3_048,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14470,FOODS_3_049_TX_1_validation,FOODS_3_049,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14471,FOODS_3_050_TX_1_validation,FOODS_3_050,FOODS_3,FOODS,TX_1,TX,0,1,1,0,1,1,5,2,0,0,0,1,0,0,1,4,0,3,0,0,0,4,1,0,0,1,0,2
14472,FOODS_3_051_TX_1_validation,FOODS_3_051,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14473,FOODS_3_053_TX_1_validation,FOODS_3_053,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14474,FOODS_3_054_TX_1_validation,FOODS_3_054,FOODS_3,FOODS,TX_1,TX,0,0,0,0,5,5,1,1,2,4,3,2,3,3,3,3,6,1,1,3,4,1,2,1,2,1,3,3
14475,FOODS_3_055_TX_1_validation,FOODS_3_055,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14476,FOODS_3_056_TX_1_validation,FOODS_3_056,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0
14477,FOODS_3_057_TX_1_validation,FOODS_3_057,FOODS_3,FOODS,TX_1,TX,0,4,0,1,1,1,0,0,2,1,0,0,1,1,1,1,0,3,5,2,0,2,3,2,0,0,0,0
14478,FOODS_3_058_TX_1_validation,FOODS_3_058,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14479,FOODS_3_059_TX_1_validation,FOODS_3_059,FOODS_3,FOODS,TX_1,TX,1,7,2,8,7,11,5,13,6,10,2,4,5,6,0,0,0,0,0,0,0,0,0,0,1,5,2,0
14480,FOODS_3_060_TX_1_validation,FOODS_3_060,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14481,FOODS_3_061_TX_1_validation,FOODS_3_061,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14482,FOODS_3_062_TX_1_validation,FOODS_3_062,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14483,FOODS_3_063_TX_1_validation,FOODS_3_063,FOODS_3,FOODS,TX_1,TX,2,0,0,0,0,2,0,2,1,0,2,1,0,2,0,3,0,0,0,1,0,1,0,2,0,0,0,0
14484,FOODS_3_064_TX_1_validation,FOODS_3_064,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14485,FOODS_3_065_TX_1_validation,FOODS_3_065,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14486,FOODS_3_066_TX_1_validation,FOODS_3_066,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14487,FOODS_3_067_TX_1_validation,FOODS_3_067,FOODS_3,FOODS,TX_1,TX,0,0,0,0,4,3,0,1,2,1,3,1,0,0,2,4,1,1,1,1,2,2,2,1,0,2,0,2
14488,FOODS_3_068_TX_1_validation,FOODS_3_068,FOODS_3,FOODS,TX_1,TX,1,0,2,0,2,0,2,1,0,2,0,1,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0
14489,FOODS_3_069_TX_1_validation,FOODS_3_069,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14490,FOODS_3_070_TX_1_validation,FOODS_3_070,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14491,FOODS_3_071_TX_1_validation,FOODS_3_071,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14492,FOODS_3_072_TX_1_validation,FOODS_3_072,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14493,FOODS_3_073_TX_1_validation,FOODS_3_073,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14494,FOODS_3_074_TX_1_validation,FOODS_3_074,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14495,FOODS_3_075_TX_1_validation,FOODS_3_075,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14496,FOODS_3_076_TX_1_validation,FOODS_3_076,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14497,FOODS_3_077_TX_1_validation,FOODS_3_077,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14498,FOODS_3_078_TX_1_validation,FOODS_3_078,FOODS_3,FOODS,TX_1,TX,2,2,0,1,2,1,1,0,0,0,5,5,1,1,0,5,1,1,2,1,4,2,2,1,0,0,3,0
14499,FOODS_3_079_TX_1_validation,FOODS_3_079,FOODS_3,FOODS,TX_1,TX,3,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,1,1,5,0,3,3,2,2,0,0,1,1
14500,FOODS_3_080_TX_1_validation,FOODS_3_080,FOODS_3,FOODS,TX_1,TX,16,12,4,4,5,4,8,8,6,7,7,9,9,10,14,18,14,9,4,11,13,14,11,18,8,17,13,11
14501,FOODS_3_081_TX_1_validation,FOODS_3_081,FOODS_3,FOODS,TX_1,TX,1,1,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14502,FOODS_3_082_TX_1_validation,FOODS_3_082,FOODS_3,FOODS,TX_1,TX,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,1,0,1,1,2,3,2,3,2,1
14503,FOODS_3_083_TX_1_validation,FOODS_3_083,FOODS_3,FOODS,TX_1,TX,5,1,0,0,0,0,0,0,2,0,0,1,2,2,1,1,2,0,0,1,3,1,0,1,0,1,2,3
14504,FOODS_3_084_TX_1_validation,FOODS_3_084,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14505,FOODS_3_085_TX_1_validation,FOODS_3_085,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14506,FOODS_3_086_TX_1_validation,FOODS_3_086,FOODS_3,FOODS,TX_1,TX,3,6,4,3,4,1,2,2,3,6,4,3,3,2,7,3,2,2,6,0,2,3,7,2,0,4,4,2
14507,FOODS_3_087_TX_1_validation,FOODS_3_087,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14508,FOODS_3_088_TX_1_validation,FOODS_3_088,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14509,FOODS_3_089_TX_1_validation,FOODS_3_089,FOODS_3,FOODS,TX_1,TX,4,6,3,6,3,9,7,7,4,3,1,5,7,5,4,12,2,10,2,2,3,7,6,4,2,3,1,2
14510,FOODS_3_090_TX_1_validation,FOODS_3_090,FOODS_3,FOODS,TX_1,TX,75,54,74,62,60,106,96,118,177,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14511,FOODS_3_091_TX_1_validation,FOODS_3_091,FOODS_3,FOODS,TX_1,TX,0,1,1,2,0,0,0,3,1,1,0,0,2,0,3,0,0,3,0,0,1,1,0,0,0,1,1,1
14512,FOODS_3_092_TX_1_validation,FOODS_3_092,FOODS_3,FOODS,TX_1,TX,2,0,1,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14513,FOODS_3_093_TX_1_validation,FOODS_3_093,FOODS_3,FOODS,TX_1,TX,15,7,6,15,12,24,8,13,27,13,10,12,13,23,9,6,1,0,0,0,0,0,0,0,15,9,11,4
14514,FOODS_3_094_TX_1_validation,FOODS_3_094,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14515,FOODS_3_095_TX_1_validation,FOODS_3_095,FOODS_3,FOODS,TX_1,TX,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
14516,FOODS_3_096_TX_1_validation,FOODS_3_096,FOODS_3,FOODS,TX_1,TX,2,0,0,0,1,1,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0
14517,FOODS_3_097_TX_1_validation,FOODS_3_097,FOODS_3,FOODS,TX_1,TX,3,2,4,0,7,0,2,3,1,2,0,1,3,3,2,0,0,1,2,2,3,3,4,4,1,0,2,1
14518,FOODS_3_098_TX_1_validation,FOODS_3_098,FOODS_3,FOODS,TX_1,TX,0,1,1,0,0,2,1,0,2,0,3,0,0,1,2,1,0,2,4,1,1,3,1,0,2,5,0,1
14519,FOODS_3_099_TX_1_validation,FOODS_3_099,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,18,25,38,26,19,24,35,17,16,11,12,10,21,27,2,16,10,14,16
14520,FOODS_3_100_TX_1_validation,FOODS_3_100,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14521,FOODS_3_101_TX_1_validation,FOODS_3_101,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14522,FOODS_3_102_TX_1_validation,FOODS_3_102,FOODS_3,FOODS,TX_1,TX,0,2,0,0,5,3,0,1,4,2,2,3,1,0,1,3,5,0,0,0,1,0,0,0,1,0,2,0
14523,FOODS_3_103_TX_1_validation,FOODS_3_103,FOODS_3,FOODS,TX_1,TX,0,1,2,1,0,4,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
14524,FOODS_3_104_TX_1_validation,FOODS_3_104,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14525,FOODS_3_105_TX_1_validation,FOODS_3_105,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14526,FOODS_3_106_TX_1_validation,FOODS_3_106,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,FOODS_3_107_TX_1_validation,FOODS_3_107,FOODS_3,FOODS,TX_1,TX,3,4,11,7,6,7,5,3,5,4,4,8,4,2,9,2,3,3,3,2,5,12,10,2,8,3,3,6
14528,FOODS_3_108_TX_1_validation,FOODS_3_108,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14529,FOODS_3_109_TX_1_validation,FOODS_3_109,FOODS_3,FOODS,TX_1,TX,1,2,0,2,1,1,0,0,0,1,1,3,3,12,14,20,23,9,4,0,3,4,5,0,0,0,1,3
14530,FOODS_3_110_TX_1_validation,FOODS_3_110,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14531,FOODS_3_111_TX_1_validation,FOODS_3_111,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14532,FOODS_3_112_TX_1_validation,FOODS_3_112,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14533,FOODS_3_113_TX_1_validation,FOODS_3_113,FOODS_3,FOODS,TX_1,TX,0,3,0,0,1,1,3,1,2,1,0,1,0,0,1,1,0,0,4,0,1,2,1,0,0,0,2,2
14534,FOODS_3_114_TX_1_validation,FOODS_3_114,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14535,FOODS_3_115_TX_1_validation,FOODS_3_115,FOODS_3,FOODS,TX_1,TX,0,2,3,0,1,1,1,0,0,0,1,0,1,2,0,4,1,4,2,2,2,4,1,0,1,0,2,1
14536,FOODS_3_116_TX_1_validation,FOODS_3_116,FOODS_3,FOODS,TX_1,TX,7,8,10,3,4,8,6,12,14,7,2,7,9,10,18,21,10,6,10,4,17,4,13,3,6,12,7,11
14537,FOODS_3_117_TX_1_validation,FOODS_3_117,FOODS_3,FOODS,TX_1,TX,30,38,39,32,39,62,31,34,45,35,23,42,21,28,34,89,3,0,0,0,0,0,0,0,26,22,30,18
14538,FOODS_3_118_TX_1_validation,FOODS_3_118,FOODS_3,FOODS,TX_1,TX,4,6,11,9,9,15,6,10,11,6,3,7,10,11,20,13,6,8,11,7,9,8,10,10,6,15,6,8
14539,FOODS_3_119_TX_1_validation,FOODS_3_119,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14540,FOODS_3_120_TX_1_validation,FOODS_3_120,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14541,FOODS_3_121_TX_1_validation,FOODS_3_121,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14542,FOODS_3_122_TX_1_validation,FOODS_3_122,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14543,FOODS_3_123_TX_1_validation,FOODS_3_123,FOODS_3,FOODS,TX_1,TX,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0,0,0,1,0,0,0
14544,FOODS_3_124_TX_1_validation,FOODS_3_124,FOODS_3,FOODS,TX_1,TX,1,6,3,0,4,2,1,2,5,5,1,5,2,1,4,5,1,1,1,1,7,3,7,5,1,5,1,2
14545,FOODS_3_125_TX_1_validation,FOODS_3_125,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14546,FOODS_3_126_TX_1_validation,FOODS_3_126,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14547,FOODS_3_127_TX_1_validation,FOODS_3_127,FOODS_3,FOODS,TX_1,TX,3,0,0,1,0,0,2,0,4,0,0,3,0,2,0,2,0,1,0,0,1,0,0,1,1,1,0,1
14548,FOODS_3_128_TX_1_validation,FOODS_3_128,FOODS_3,FOODS,TX_1,TX,4,4,3,2,1,3,2,6,5,2,0,3,1,4,2,2,3,0,4,2,0,0,2,1,3,1,2,2
14549,FOODS_3_129_TX_1_validation,FOODS_3_129,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14550,FOODS_3_130_TX_1_validation,FOODS_3_130,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14551,FOODS_3_131_TX_1_validation,FOODS_3_131,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14552,FOODS_3_132_TX_1_validation,FOODS_3_132,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14553,FOODS_3_133_TX_1_validation,FOODS_3_133,FOODS_3,FOODS,TX_1,TX,0,4,3,6,1,1,2,2,1,6,2,6,4,9,3,8,1,0,0,2,4,5,4,2,3,5,5,9
14554,FOODS_3_134_TX_1_validation,FOODS_3_134,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14555,FOODS_3_135_TX_1_validation,FOODS_3_135,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14556,FOODS_3_136_TX_1_validation,FOODS_3_136,FOODS_3,FOODS,TX_1,TX,8,8,7,4,2,3,6,8,8,7,8,9,4,6,12,14,5,13,5,7,11,11,12,5,5,6,8,10
14557,FOODS_3_137_TX_1_validation,FOODS_3_137,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14558,FOODS_3_138_TX_1_validation,FOODS_3_138,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14559,FOODS_3_139_TX_1_validation,FOODS_3_139,FOODS_3,FOODS,TX_1,TX,2,1,0,1,0,0,3,2,0,1,0,0,0,1,1,2,1,5,0,0,0,0,0,0,0,0,2,2
14560,FOODS_3_140_TX_1_validation,FOODS_3_140,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14561,FOODS_3_141_TX_1_validation,FOODS_3_141,FOODS_3,FOODS,TX_1,TX,1,1,0,1,1,2,1,0,0,0,1,1,1,1,1,3,1,0,1,0,0,1,2,2,2,0,0,0
14562,FOODS_3_142_TX_1_validation,FOODS_3_142,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14563,FOODS_3_143_TX_1_validation,FOODS_3_143,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14564,FOODS_3_144_TX_1_validation,FOODS_3_144,FOODS_3,FOODS,TX_1,TX,2,4,1,5,0,2,2,7,2,1,4,2,1,0,1,1,2,1,2,0,3,2,2,2,2,0,1,0
14565,FOODS_3_145_TX_1_validation,FOODS_3_145,FOODS_3,FOODS,TX_1,TX,1,0,0,1,1,3,0,1,0,0,2,0,2,2,1,0,1,0,0,0,1,2,1,1,0,0,0,0
14566,FOODS_3_146_TX_1_validation,FOODS_3_146,FOODS_3,FOODS,TX_1,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
