id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28
HOBBIES_1_331_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_331_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_331_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_331_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_331_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_331_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_331_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_331_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_332_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_333_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_334_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_335_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_336_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_337_CA_1_validation,3,2,6,5,4,3,3,9,6,7,3,3,3,7,5,3,10,1,5,2,13,3,4,10,1,2,3,3
HOBBIES_1_337_CA_2_validation,3,4,0,2,1,6,6,2,6,2,0,0,4,3,3,5,0,2,2,1,4,1,3,4,4,2,3,1
HOBBIES_1_337_CA_3_validation,8,8,3,6,7,4,13,4,5,4,2,0,11,3,9,6,2,10,9,4,7,4,5,1,7,2,2,3
HOBBIES_1_337_CA_4_validation,1,1,12,5,1,2,4,3,1,0,1,1,1,0,3,4,2,0,5,3,4,2,4,3,2,2,0,4
HOBBIES_1_337_TX_1_validation,4,6,0,0,2,4,1,4,7,6,1,3,1,3,4,8,2,1,1,2,3,2,5,2,4,7,4,1
HOBBIES_1_337_TX_2_validation,3,3,3,3,2,5,3,4,8,9,0,0,1,3,2,5,3,2,2,2,4,3,2,1,5,1,2,4
HOBBIES_1_337_TX_3_validation,9,4,2,5,5,3,0,4,5,1,3,4,2,4,2,2,2,2,5,3,5,3,3,6,2,6,0,2
HOBBIES_1_337_WI_1_validation,4,2,0,0,0,2,0,2,1,2,0,3,0,0,1,0,1,0,0,1,0,4,0,0,2,1,0,0
HOBBIES_1_337_WI_2_validation,3,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,2,1,1,0,1,1,0,0,0
HOBBIES_1_337_WI_3_validation,5,2,1,0,0,0,2,5,0,0,0,0,1,1,5,3,0,0,1,3,0,2,0,1,2,2,0,2
HOBBIES_1_338_CA_1_validation,3,0,0,0,0,10,0,1,0,1,0,0,0,0,4,2,4,2,0,3,2,4,1,0,0,3,0,1
HOBBIES_1_338_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
HOBBIES_1_338_CA_3_validation,0,5,2,2,3,1,4,0,0,0,1,2,1,0,5,2,3,0,1,2,1,2,2,2,2,2,0,2
HOBBIES_1_338_CA_4_validation,2,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,2,3
HOBBIES_1_338_TX_1_validation,0,2,2,0,0,0,0,1,0,4,1,0,1,1,0,0,3,0,0,0,0,0,4,0,0,0,1,0
HOBBIES_1_338_TX_2_validation,0,1,1,0,0,1,1,0,2,1,1,0,1,1,2,0,0,1,1,0,0,1,1,2,0,1,0,0
HOBBIES_1_338_TX_3_validation,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
HOBBIES_1_338_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_338_WI_2_validation,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,1,0
HOBBIES_1_338_WI_3_validation,0,0,0,0,0,1,2,2,0,2,4,2,1,0,3,1,2,0,0,1,0,4,0,0,1,2,1,2
HOBBIES_1_339_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_339_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_340_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_341_CA_1_validation,50,8,0,16,7,22,3,29,20,2,48,1,10,15,37,15,13,6,0,0,0,35,16,27,27,45,24,28
HOBBIES_1_341_CA_2_validation,11,28,6,17,9,13,5,7,10,12,16,24,0,10,18,18,6,7,5,0,0,31,10,16,18,9,4,4
HOBBIES_1_341_CA_3_validation,31,2,24,12,21,0,5,22,7,13,24,0,0,24,0,15,7,36,0,0,0,0,22,0,20,10,37,10
HOBBIES_1_341_CA_4_validation,4,18,8,14,11,11,7,13,4,18,9,10,14,1,0,0,0,0,15,7,15,7,8,6,1,29,8,7
HOBBIES_1_341_TX_1_validation,3,2,2,4,0,14,0,4,6,3,3,14,0,3,1,4,2,0,0,0,0,1,8,0,7,12,2,3
HOBBIES_1_341_TX_2_validation,3,12,3,14,5,7,6,7,0,2,1,4,4,3,5,11,1,8,0,0,0,2,17,2,19,2,7,7
HOBBIES_1_341_TX_3_validation,12,4,0,0,0,11,2,24,2,1,10,2,2,0,1,0,2,0,0,2,2,9,3,0,0,2,2,1
HOBBIES_1_341_WI_1_validation,18,6,4,2,0,11,36,34,12,10,9,5,2,10,11,5,27,3,4,0,0,23,22,9,0,5,5,6
HOBBIES_1_341_WI_2_validation,22,3,4,8,0,6,0,14,2,0,4,1,0,4,0,0,0,4,1,0,0,35,1,2,4,0,1,2
HOBBIES_1_341_WI_3_validation,4,8,12,8,0,6,4,49,15,6,10,8,66,0,0,0,0,0,15,13,10,5,6,8,4,6,14,11
HOBBIES_1_342_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_342_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_343_CA_1_validation,0,0,0,0,0,3,0,3,0,0,1,0,0,3,2,1,4,0,0,2,1,1,0,0,2,1,0,0
HOBBIES_1_343_CA_2_validation,6,2,0,2,0,5,0,1,5,4,3,3,3,4,4,3,2,2,1,2,2,3,2,0,1,3,3,0
HOBBIES_1_343_CA_3_validation,0,1,3,0,0,2,0,1,1,0,1,3,1,1,0,0,1,1,0,2,0,2,1,1,2,3,3,3
HOBBIES_1_343_CA_4_validation,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0
HOBBIES_1_343_TX_1_validation,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,1,1,1,0,0,0
HOBBIES_1_343_TX_2_validation,1,4,1,2,0,1,1,3,2,2,1,0,2,1,1,1,1,0,0,0,0,1,1,1,0,1,2,0
HOBBIES_1_343_TX_3_validation,2,1,0,4,1,0,1,1,0,0,0,1,1,0,1,0,3,1,0,0,0,0,3,0,1,1,0,0
HOBBIES_1_343_WI_1_validation,1,3,1,0,0,0,1,4,8,0,0,2,2,3,4,3,2,4,2,0,0,4,6,0,0,1,0,2
HOBBIES_1_343_WI_2_validation,0,0,1,4,0,1,0,0,0,0,4,0,0,1,1,0,0,5,1,0,1,0,0,1,3,0,1,0
HOBBIES_1_343_WI_3_validation,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,1
HOBBIES_1_344_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_344_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_345_CA_1_validation,0,0,0,0,1,4,0,7,3,1,1,1,11,4,4,6,0,3,3,1,1,3,6,4,0,7,3,2
HOBBIES_1_345_CA_2_validation,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,0,0,3,0,0,2,5,3,2,0,2,0,0
HOBBIES_1_345_CA_3_validation,0,0,0,1,2,4,5,1,1,1,2,0,2,2,3,3,2,2,0,1,3,2,3,2,2,3,2,3
HOBBIES_1_345_CA_4_validation,0,0,0,2,3,1,2,1,5,0,0,0,0,2,2,2,0,0,2,1,3,2,4,1,1,0,1,3
HOBBIES_1_345_TX_1_validation,0,0,0,0,1,2,0,0,1,2,1,0,0,3,2,2,0,0,3,2,1,0,2,1,1,7,1,2
HOBBIES_1_345_TX_2_validation,0,0,0,1,0,2,0,0,1,0,2,0,3,0,1,1,1,2,0,0,2,1,1,0,1,0,1,2
HOBBIES_1_345_TX_3_validation,3,5,2,2,2,1,0,1,3,0,0,3,3,0,2,0,0,0,1,1,0,1,1,1,0,0,4,1
HOBBIES_1_345_WI_1_validation,0,0,0,0,0,6,10,3,2,4,3,3,3,2,6,8,2,1,5,2,7,9,6,3,1,2,3,3
HOBBIES_1_345_WI_2_validation,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,9,1,0,1,3,5,3,1,1,4,2,3,1
HOBBIES_1_345_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,3,6,3,6,5,7,7,4,4,3,5,5,2
HOBBIES_1_346_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_346_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_WI_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_WI_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_347_WI_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_348_CA_1_validation,9,24,0,0,7,8,0,3,0,7,26,0,0,11,11,1,0,0,0,0,0,0,0,0,1,6,1,1
HOBBIES_1_348_CA_2_validation,5,12,9,15,32,14,9,7,8,2,0,6,3,4,2,33,0,0,0,0,0,42,7,0,0,7,7,5
HOBBIES_1_348_CA_3_validation,37,5,26,7,3,69,14,25,7,18,7,21,12,7,30,29,18,24,12,0,0,12,41,41,61,12,4,33
HOBBIES_1_348_CA_4_validation,1,4,12,12,12,9,4,10,9,5,1,24,3,0,1,26,3,26,0,0,0,3,6,9,1,52,4,8
HOBBIES_1_348_TX_1_validation,0,0,0,0,0,0,0,2,9,2,11,0,0,6,4,0,1,0,1,0,0,0,2,0,0,4,12,0
HOBBIES_1_348_TX_2_validation,6,6,5,16,4,9,1,10,0,4,1,4,6,9,6,9,8,4,0,1,0,3,2,0,1,2,5,0
HOBBIES_1_348_TX_3_validation,0,0,6,1,0,1,1,5,2,2,1,9,3,10,5,2,0,0,3,0,9,2,1,2,0,1,0,3
HOBBIES_1_348_WI_1_validation,9,7,6,1,0,12,51,14,0,0,10,17,1,2,14,4,18,12,2,0,0,20,16,6,0,8,9,0
HOBBIES_1_348_WI_2_validation,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,2
HOBBIES_1_348_WI_3_validation,7,0,0,3,0,6,3,6,0,15,0,10,0,6,0,0,0,0,5,9,4,13,0,10,7,3,7,7
HOBBIES_1_349_CA_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_349_CA_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_349_CA_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_349_CA_4_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_349_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_349_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOBBIES_1_349_TX_3_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
