,Unnamed: 0,id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28
15106,15106,FOODS_3_686_TX_1_validation,0,1,0,0,0,0,0,2,1,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
15107,15107,FOODS_3_687_TX_1_validation,2,2,0,0,0,4,0,1,0,3,1,0,0,0,0,2,0,1,3,0,0,0,2,0,1,2,3,0
15108,15108,FOODS_3_688_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15109,15109,FOODS_3_689_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15110,15110,FOODS_3_690_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15111,15111,FOODS_3_691_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15112,15112,FOODS_3_692_TX_1_validation,3,1,1,0,1,2,0,0,0,0,0,1,0,1,0,2,0,0,0,6,1,4,0,3,3,0,1,3
15113,15113,FOODS_3_693_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15114,15114,FOODS_3_694_TX_1_validation,22,14,14,9,7,11,16,18,20,12,11,13,18,23,21,44,11,11,12,21,21,22,24,14,15,15,19,27
15115,15115,FOODS_3_695_TX_1_validation,4,4,2,5,3,2,1,4,7,1,8,4,3,7,8,6,2,9,3,1,8,6,0,6,4,3,6,3
15116,15116,FOODS_3_696_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15117,15117,FOODS_3_697_TX_1_validation,0,0,1,4,2,5,0,0,0,0,0,3,3,3,5,2,3,2,3,0,4,7,2,0,0,0,3,2
15118,15118,FOODS_3_698_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15119,15119,FOODS_3_700_TX_1_validation,2,0,2,2,2,1,1,8,0,0,0,1,3,1,1,2,0,1,0,0,0,0,3,2,0,0,0,0
15120,15120,FOODS_3_701_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15121,15121,FOODS_3_702_TX_1_validation,4,2,1,1,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15122,15122,FOODS_3_703_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15123,15123,FOODS_3_704_TX_1_validation,3,1,2,0,2,7,4,5,1,1,0,5,1,1,4,2,5,1,2,0,3,2,0,5,3,1,3,0
15124,15124,FOODS_3_705_TX_1_validation,1,1,1,1,0,0,2,0,1,0,2,0,0,0,1,0,0,1,3,0,1,2,0,1,3,1,0,1
15125,15125,FOODS_3_706_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15126,15126,FOODS_3_707_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15127,15127,FOODS_3_708_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15128,15128,FOODS_3_709_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15129,15129,FOODS_3_710_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15130,15130,FOODS_3_711_TX_1_validation,8,27,4,0,3,3,0,0,0,0,0,36,10,16,15,5,8,61,1,9,2,22,14,12,5,2,0,5
15131,15131,FOODS_3_712_TX_1_validation,2,3,2,1,1,1,1,2,0,6,0,4,2,2,4,5,1,1,3,0,1,1,2,2,4,0,2,3
15132,15132,FOODS_3_713_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15133,15133,FOODS_3_714_TX_1_validation,30,25,13,12,6,16,12,30,22,15,10,8,17,17,15,42,19,22,8,14,11,21,24,17,7,16,15,20
15134,15134,FOODS_3_715_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15135,15135,FOODS_3_716_TX_1_validation,1,0,0,0,0,2,2,3,0,0,1,2,1,1,0,1,1,3,0,0,1,0,0,1,0,0,0,0
15136,15136,FOODS_3_717_TX_1_validation,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,2
15137,15137,FOODS_3_718_TX_1_validation,1,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15138,15138,FOODS_3_719_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15139,15139,FOODS_3_720_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15140,15140,FOODS_3_721_TX_1_validation,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15141,15141,FOODS_3_722_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15142,15142,FOODS_3_723_TX_1_validation,20,24,21,30,20,48,44,69,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15143,15143,FOODS_3_724_TX_1_validation,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0
15144,15144,FOODS_3_725_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15145,15145,FOODS_3_726_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15146,15146,FOODS_3_727_TX_1_validation,0,0,1,0,0,3,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15147,15147,FOODS_3_729_TX_1_validation,1,0,9,0,1,1,1,0,2,1,1,3,1,2,4,1,1,3,0,0,0,0,0,0,0,4,0,0
15148,15148,FOODS_3_730_TX_1_validation,1,1,0,0,1,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
15149,15149,FOODS_3_731_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15150,15150,FOODS_3_732_TX_1_validation,3,1,9,1,1,0,0,4,1,3,2,4,1,4,4,3,5,3,2,1,2,5,4,5,3,0,5,5
15151,15151,FOODS_3_733_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15152,15152,FOODS_3_734_TX_1_validation,10,12,6,7,0,0,0,5,8,10,3,10,6,7,1,7,11,4,4,6,13,9,8,5,7,6,5,7
15153,15153,FOODS_3_735_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15154,15154,FOODS_3_736_TX_1_validation,0,1,1,0,0,2,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,2,1,0,0,2,1,0
15155,15155,FOODS_3_737_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15156,15156,FOODS_3_738_TX_1_validation,5,3,7,8,4,4,5,15,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15157,15157,FOODS_3_739_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15158,15158,FOODS_3_741_TX_1_validation,0,0,0,0,0,0,1,6,3,1,1,0,0,0,0,0,0,0,6,7,2,1,0,0,0,0,1,0
15159,15159,FOODS_3_742_TX_1_validation,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,0,2,2,1,2,5,4,2,2,2,3,2
15160,15160,FOODS_3_743_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15161,15161,FOODS_3_744_TX_1_validation,0,4,0,5,3,3,3,5,1,2,4,5,1,2,6,4,0,2,5,0,1,2,1,0,7,5,4,2
15162,15162,FOODS_3_745_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15163,15163,FOODS_3_746_TX_1_validation,5,3,13,7,4,7,3,4,13,3,7,7,3,11,5,7,3,10,5,2,3,7,7,3,3,4,5,4
15164,15164,FOODS_3_747_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15165,15165,FOODS_3_748_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15166,15166,FOODS_3_749_TX_1_validation,1,0,2,0,0,0,0,1,0,0,0,0,0,4,4,4,1,0,0,0,0,1,0,1,2,2,0,4
15167,15167,FOODS_3_750_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15168,15168,FOODS_3_751_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15169,15169,FOODS_3_752_TX_1_validation,11,22,3,10,0,19,11,21,7,45,16,18,8,34,22,35,8,27,10,13,8,0,2,0,7,1,0,10
15170,15170,FOODS_3_753_TX_1_validation,1,0,1,2,0,1,3,1,6,3,1,0,0,1,5,3,2,1,2,2,2,3,5,1,4,2,2,2
15171,15171,FOODS_3_754_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15172,15172,FOODS_3_755_TX_1_validation,5,4,0,10,1,3,0,0,0,10,2,6,3,6,3,9,2,18,0,3,1,7,2,5,3,10,0,1
15173,15173,FOODS_3_756_TX_1_validation,0,1,2,4,0,5,5,7,8,4,0,3,1,1,1,9,6,4,7,5,1,11,8,2,1,5,5,3
15174,15174,FOODS_3_757_TX_1_validation,3,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,9,4,6,18,28,32,13,11,25
15175,15175,FOODS_3_758_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15176,15176,FOODS_3_759_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15177,15177,FOODS_3_760_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15178,15178,FOODS_3_761_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15179,15179,FOODS_3_762_TX_1_validation,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
15180,15180,FOODS_3_763_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15181,15181,FOODS_3_764_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15182,15182,FOODS_3_765_TX_1_validation,1,0,1,0,0,1,1,1,1,2,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,2,0
15183,15183,FOODS_3_766_TX_1_validation,0,0,1,0,3,2,3,0,1,1,0,2,1,3,5,1,1,1,0,0,0,3,0,0,0,0,1,0
15184,15184,FOODS_3_767_TX_1_validation,1,1,2,2,1,0,2,1,2,2,6,1,1,0,0,0,0,0,8,0,10,5,6,3,2,3,1,1
15185,15185,FOODS_3_768_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15186,15186,FOODS_3_769_TX_1_validation,0,0,0,0,0,0,0,0,0,0,7,2,4,9,15,13,2,8,13,5,8,2,4,7,8,9,7,8
15187,15187,FOODS_3_770_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15188,15188,FOODS_3_771_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15189,15189,FOODS_3_772_TX_1_validation,0,3,3,0,2,2,0,0,6,1,3,1,0,2,0,4,1,4,0,2,3,1,2,1,1,0,1,1
15190,15190,FOODS_3_773_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15191,15191,FOODS_3_774_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15192,15192,FOODS_3_775_TX_1_validation,0,0,0,0,1,1,1,0,4,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0
15193,15193,FOODS_3_776_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15194,15194,FOODS_3_777_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15195,15195,FOODS_3_778_TX_1_validation,0,0,0,1,3,4,0,1,1,3,0,1,2,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0
15196,15196,FOODS_3_779_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15197,15197,FOODS_3_780_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15198,15198,FOODS_3_781_TX_1_validation,2,0,2,0,6,0,1,2,3,0,0,1,0,1,2,4,0,0,0,2,2,1,3,4,2,0,3,0
15199,15199,FOODS_3_782_TX_1_validation,3,2,1,2,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15200,15200,FOODS_3_783_TX_1_validation,1,2,1,3,0,1,1,2,4,0,1,3,2,3,1,2,0,1,3,1,1,6,0,3,1,0,0,2
15201,15201,FOODS_3_784_TX_1_validation,8,11,4,2,5,6,2,9,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15202,15202,FOODS_3_785_TX_1_validation,0,2,1,2,6,7,4,0,0,0,1,11,3,3,9,11,4,8,2,7,8,10,8,2,3,4,1,1
15203,15203,FOODS_3_786_TX_1_validation,4,3,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15204,15204,FOODS_3_787_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15205,15205,FOODS_3_788_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15206,15206,FOODS_3_789_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15207,15207,FOODS_3_790_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15208,15208,FOODS_3_791_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15209,15209,FOODS_3_792_TX_1_validation,0,0,6,6,4,0,7,4,7,3,3,9,5,9,3,0,1,5,5,8,7,3,6,2,4,8,5,2
15210,15210,FOODS_3_793_TX_1_validation,1,0,0,0,0,2,1,0,0,0,0,1,1,0,2,1,0,0,0,1,2,0,2,1,0,0,2,0
15211,15211,FOODS_3_794_TX_1_validation,0,2,2,1,0,1,1,2,2,1,0,0,1,1,1,3,1,1,0,0,2,0,4,1,2,0,1,1
15212,15212,FOODS_3_795_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15213,15213,FOODS_3_796_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15214,15214,FOODS_3_797_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15215,15215,FOODS_3_798_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15216,15216,FOODS_3_799_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15217,15217,FOODS_3_800_TX_1_validation,16,22,9,17,15,20,12,21,15,21,6,15,9,13,14,11,2,0,0,0,0,0,0,0,6,6,18,9
15218,15218,FOODS_3_801_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15219,15219,FOODS_3_802_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15220,15220,FOODS_3_803_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15221,15221,FOODS_3_804_TX_1_validation,11,14,2,13,2,18,4,5,14,9,6,5,2,0,1,0,5,5,7,4,3,4,5,4,1,3,6,5
15222,15222,FOODS_3_805_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15223,15223,FOODS_3_806_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15224,15224,FOODS_3_807_TX_1_validation,3,3,2,5,5,5,1,5,2,9,6,3,5,4,5,6,6,5,2,3,4,0,7,3,6,2,0,3
15225,15225,FOODS_3_808_TX_1_validation,6,7,17,7,7,17,5,3,8,4,9,4,4,2,7,18,7,10,8,9,10,14,20,10,7,16,9,10
15226,15226,FOODS_3_809_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15227,15227,FOODS_3_810_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15228,15228,FOODS_3_811_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15229,15229,FOODS_3_812_TX_1_validation,0,1,0,1,3,1,0,3,1,2,0,1,0,1,0,1,0,0,1,2,2,1,1,1,1,1,1,0
15230,15230,FOODS_3_813_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15231,15231,FOODS_3_814_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15232,15232,FOODS_3_815_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15233,15233,FOODS_3_816_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15234,15234,FOODS_3_817_TX_1_validation,0,2,3,0,1,2,0,1,0,2,0,2,0,1,2,1,0,2,0,0,0,0,2,1,0,0,2,1
15235,15235,FOODS_3_818_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15236,15236,FOODS_3_819_TX_1_validation,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,3,2,0,0,0,0
15237,15237,FOODS_3_820_TX_1_validation,1,2,2,0,0,2,1,2,3,1,1,0,2,2,2,0,2,0,0,2,2,1,0,0,2,1,0,2
15238,15238,FOODS_3_821_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15239,15239,FOODS_3_822_TX_1_validation,2,1,2,4,2,1,1,0,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15240,15240,FOODS_3_823_TX_1_validation,2,2,2,2,0,4,0,1,1,0,1,0,2,0,2,1,1,1,0,4,11,14,6,2,3,4,12,5
15241,15241,FOODS_3_824_TX_1_validation,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,1,0,0,0
15242,15242,FOODS_3_825_TX_1_validation,0,0,0,3,0,2,1,1,3,2,1,2,1,1,0,1,3,2,3,0,4,2,1,2,0,0,1,0
15243,15243,FOODS_3_826_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15244,15244,FOODS_3_827_TX_1_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15245,15245,HOBBIES_1_001_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15246,15246,HOBBIES_1_002_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15247,15247,HOBBIES_1_003_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15248,15248,HOBBIES_1_004_TX_2_validation,1,7,2,1,1,1,2,2,6,6,1,0,3,3,2,7,4,1,0,3,1,3,3,0,3,2,3,1
15249,15249,HOBBIES_1_005_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15250,15250,HOBBIES_1_006_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15251,15251,HOBBIES_1_007_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15252,15252,HOBBIES_1_008_TX_2_validation,10,3,1,12,6,7,0,8,0,11,2,22,0,3,6,5,3,2,6,4,0,7,9,3,4,0,1,2
15253,15253,HOBBIES_1_009_TX_2_validation,3,2,2,0,2,9,1,0,1,0,1,1,8,10,1,2,1,1,0,11,1,0,2,1,1,3,3,2
15254,15254,HOBBIES_1_010_TX_2_validation,0,2,0,1,0,0,0,3,3,0,0,0,0,1,1,1,1,1,0,2,0,0,2,1,0,0,0,0
15255,15255,HOBBIES_1_011_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15256,15256,HOBBIES_1_012_TX_2_validation,0,3,0,0,0,2,1,0,0,3,2,1,1,1,2,2,0,0,0,1,2,0,2,2,1,0,0,0
15257,15257,HOBBIES_1_013_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15258,15258,HOBBIES_1_014_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15259,15259,HOBBIES_1_015_TX_2_validation,0,12,11,16,0,0,0,0,0,0,0,0,0,4,17,12,1,0,1,0,0,11,0,1,0,9,6,5
15260,15260,HOBBIES_1_016_TX_2_validation,3,14,4,2,0,0,3,5,6,2,3,5,6,0,6,4,1,5,3,0,0,7,8,2,3,3,0,0
15261,15261,HOBBIES_1_017_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15262,15262,HOBBIES_1_018_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15263,15263,HOBBIES_1_019_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15264,15264,HOBBIES_1_020_TX_2_validation,0,1,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2
15265,15265,HOBBIES_1_021_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15266,15266,HOBBIES_1_022_TX_2_validation,1,2,1,2,0,1,2,0,0,1,1,0,0,2,2,2,3,1,1,0,1,1,1,1,3,1,0,2
15267,15267,HOBBIES_1_023_TX_2_validation,2,3,3,2,4,2,4,6,6,4,2,2,2,0,2,1,0,0,1,4,0,6,7,3,3,0,0,0
15268,15268,HOBBIES_1_024_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15269,15269,HOBBIES_1_025_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15270,15270,HOBBIES_1_026_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15271,15271,HOBBIES_1_027_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15272,15272,HOBBIES_1_028_TX_2_validation,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,2,0,1,0,2,0,0,0,0,1,0,0,0
15273,15273,HOBBIES_1_029_TX_2_validation,4,2,2,2,3,0,2,2,3,1,1,2,2,2,3,1,4,2,3,0,1,4,5,2,2,3,3,0
15274,15274,HOBBIES_1_030_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15275,15275,HOBBIES_1_031_TX_2_validation,1,1,1,3,0,0,2,3,0,0,0,0,0,1,2,0,1,1,1,1,0,1,0,0,2,0,0,3
15276,15276,HOBBIES_1_032_TX_2_validation,2,0,4,0,2,6,0,0,5,3,4,8,4,3,0,8,4,4,2,0,1,6,4,2,3,0,2,10
15277,15277,HOBBIES_1_033_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15278,15278,HOBBIES_1_034_TX_2_validation,1,0,1,0,0,2,1,2,1,0,0,0,2,0,2,0,0,0,0,1,1,1,0,0,0,1,2,1
15279,15279,HOBBIES_1_035_TX_2_validation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
